Brand|Name|Accords|Notes|Gender|Longevity|Sillage|Rating|Season ratings|Day ratings|Designers|Description|Image URL
Byredo|Reine de Nuit|['warm spicy', 'rose', 'fruity', 'woody', 'floral', 'patchouli', 'amber', 'balsamic', 'smoky', 'earthy']|{'Top Notes': ['Black Currant', 'Saffron'], 'Middle Notes': ['Rose', 'Incense'], 'Base Notes': ['Patchouli', 'Ambrette (Musk Mallow)']}|for women and men|3.74|2.63|{'rating': 4.21, 'votes': 542}|Winter: 94.709%, Spring: 35.4497%, Summer: 23.8095%, Fall: 100%|Day: 30.6878%, Night: 96.8254%|['None']|Reine de Nuit (2019) by Byredo is a Chypre Floral fragrance for women and men. Reine de Nuit (2019) was launched in 2019. Top notes are Black Currant and Saffron; middle notes are Rose and Incense; base notes are Patchouli and Ambrette (Musk Mallow). |https://www.metropoliten.rs/v2/wp-content/uploads/2021/07/Perfume-Extract-Reine-de-Nuit-50ml--300x300.jpg
Carner Barcelona|Revolucion EdP|['leather', 'ozonic', 'warm spicy', 'animalic', 'woody', 'aromatic', 'metallic', 'smoky', 'aquatic']|{'Top Notes': ['Ozonic notes', 'Orange Blossom', 'Thyme'], 'Middle Notes': ['Saffron', 'Violet Leaf', 'Mate'], 'Base Notes': ['Leather', 'Texas Cedar', 'Olibanum']}|for women and men|3.51|2.14|{'rating': 3.98, 'votes': 150}|Winter: 75.8065%, Spring: 61.2903%, Summer: 30.6452%, Fall: 100%|Day: 87.0968%, Night: 41.9355%|['None']|Revolución by Carner Barcelona is a Leather fragrance for women and men. This is a new fragrance. Revolución was launched in 2023. Top notes are Ozonic notes, Orange Blossom and Thyme; middle notes are Saffron, Violet Leaf and Mate; base notes are Leather, Texas Cedar and Olibanum. A refined leather fragrance. Times of change and progress that transformed our society and marked a major turning point inhistory. A leathery and metallic perfume with a rebel character that transmits the social andmanufacturing force of the Industrial Revolution.|https://www.metropoliten.rs/v2/wp-content/uploads/2023/10/23994-300x300.jpg
Carner Barcelona|Rima XI|['warm spicy', 'fresh spicy', 'aromatic', 'vanilla', 'woody', 'powdery', 'amber', 'cinnamon']|{'Top Notes': ['Cardamom', 'Saffron', 'Black Pepper', 'Mint'], 'Middle Notes': ['Ceylon Cinnamon', 'Indonesian Nutmeg', 'Coriander', 'Indian Jasmine'], 'Base Notes': ['Madagascar Vanilla', 'Australian Sandalwood', 'Benzoin', 'Amber', 'Musk', 'Virginian Cedar']}|for women and men|3.14|2.22|{'rating': 4.04, 'votes': 1210}|Winter: 78.4367%, Spring: 48.7871%, Summer: 26.4151%, Fall: 100%|Day: 87.062%, Night: 43.6658%|['Sonia Constant']|"Rima XI by Carner Barcelona is a Oriental Floral fragrance for women and men. Rima XI was launched in 2013. The nose behind this fragrance is Sonia Constant. Top notes are Cardamom, Saffron, Black Pepper and Mint; middle notes are Ceylon Cinnamon, Indonesian Nutmeg, Coriander and Indian Jasmine; base notes are Madagascar Vanilla, Australian Sandalwood, Benzoin, Amber, Musk and Virginian Cedar. Rima XI (""Rhyme Eleven""), introduced by Carner Barcelona in 2013, was inspired by the work of Spanish poet Gustavo Adolfo Becquer. Rima XI(…)- Yo soy un sueño, un imposible, vano fantasma de niebla y luz; soy incorpórea, soy intangible; no puedo amarte.- ¡Oh, ven, ven tú! Rhyme 11""(...) - I am a dream, an impossibility, empty phantom of mist and light; I am incorporeal, intangible I am; I cannot love. - Oh, come, come you!"" This spicy floral fragrance suggests a destructive power hidden beneath innocence, with gently spiced top notes of Guatemalan cardamom, Madagascan Black Pepper, Moroccan Mint and Saffron. The heart continues the spicy theme with Ceylon Cinnamon, Indonesian Nutmeg and Coriander, combined with Indian Jasmine Sambac, resting on a base of Virginia Cedar wood, Australian Sandalwood, Vanilla Absolute, Laotian Benzoin, soft amber and musk. Rima XI is available in 50 ml or 100 ml eau de parfum"|https://www.metropoliten.rs/v2/wp-content/uploads/2017/05/CARNER-Rima-XI-300x300.jpg
Roja Parfums|Risque|['citrus', 'woody', 'floral', 'earthy', 'fresh spicy', 'mossy', 'aromatic', 'rose', 'herbal', 'green']|{'Top Notes': ['Bergamot', 'Lemon', 'Litsea Cubeba'], 'Middle Notes': ['Chamomile', 'Hyacinth', 'Rose', 'Jasmine', 'Ylang-Ylang'], 'Base Notes': ['Oakmoss', 'Civet', 'Patchouli', 'Vetiver', 'Labdanum', 'Cedar']}|for women and men|3.52|2.68|{'rating': 4.2, 'votes': 328}|Winter: 63.0952%, Spring: 79.7619%, Summer: 28.5714%, Fall: 100%|Day: 95.2381%, Night: 64.2857%|['Roja Dove']|Risque by Roja Dove is a Chypre Floral fragrance for women. Risque was launched in 2012. The nose behind this fragrance is Roja Dove. Top notes are Bergamot, Lemon and Litsea Cubeba; middle notes are Chamomile, Hyacinth, Rose, Jasmine and Ylang-Ylang; base notes are Oakmoss, Civet, Patchouli, Vetiver, Labdanum and Cedar. The opening is, indeed, surprising - a confident Chypre that has a dry warmth with a refreshing after burst that quickly melds with the heart notes and becomes quite intoxicating. All that Rose and Jasmine build and build, intermingling with the mosses and the narcotically sumptuous Hyacinth and finally releasing you into the deeply sublime drydown of the base notes, with the Civet practically cackling with glee as it reels you in. In lesser hands, this perfume could have seemed old-fashioned or brashly obvious, but Roja Parfums have created in Risqué a glittering bombshell who beckons you with silken gloves, leaves lipstick on your cocktail glass and a trail of exotic plumage in its glamorous wake.|https://www.metropoliten.rs/v2/wp-content/uploads/2021/06/Roja-Parfums-Risque-Essence-de-Parfum-Pour-Femme-300x300.jpg
Clive Christian|Rock Rose|['aromatic', 'fresh spicy', 'amber', 'lavender', 'woody', 'violet', 'citrus', 'powdery', 'soft spicy', 'warm spicy']|{'Top Notes': ['Bergamot', 'Black Pepper', 'Neroli'], 'Middle Notes': ['Clary Sage', 'Lavender', 'Violet', 'Labdanum'], 'Base Notes': ['Cacao', 'Vetiver', 'Amber', 'Patchouli']}|for women and men|3.70|2.55|{'rating': 4.17, 'votes': 522}|Winter: 56.5934%, Spring: 100%, Summer: 82.4176%, Fall: 93.4066%|Day: 92.8571%, Night: 91.7582%|['None']|Rock Rose by Clive Christian is a Oriental Fougere fragrance for men. Rock Rose was launched in 2016. Top notes are Bergamot, Black Pepper and Neroli; middle notes are Clary Sage, Lavender, Violet and Labdanum; base notes are Cacao, Vetiver, Amber and Patchouli. |https://www.metropoliten.rs/v2/wp-content/uploads/2017/10/Clive-Christian-Masculine-Rock-Rose-50ml-300x300.jpg
Carner Barcelona|Rock Star|['white floral', 'marine', 'salty', 'mineral', 'citrus', 'amber', 'animalic', 'musky', 'fresh', 'aquatic']|{'Top Notes': ['Sea Salt', 'Bergamot', 'Mandarin Orange'], 'Middle Notes': ['Mineral notes', 'Lily-of-the-Valley', 'Seagrass', 'Jasmine', 'Orange Blossom'], 'Base Notes': ['Ambergris', 'White Musk', 'Cedar']}|for women and men|3.11|2.02|{'rating': 3.58, 'votes': 262}|Winter: 3.96825%, Spring: 61.1111%, Summer: 100%, Fall: 9.52381%|Day: 79.3651%, Night: 11.9048%|['None']|Rock Star by Carner Barcelona is a Aromatic Aquatic fragrance for women and men. Rock Star was launched in 2021. Top notes are Sea Salt, Bergamot and Mandarin Orange; middle notes are Mineral notes, Lily-of-the-Valley, Seagrass, Jasmine and Orange Blossom; base notes are Ambergris, White Musk and Cedar. |https://www.metropoliten.rs/v2/wp-content/uploads/2021/05/CARNER-rock-star-50ml-300x300.jpg
Kilian|Rolling in Love Perfume|['vanilla', 'almond', 'floral', 'musky', 'powdery', 'sweet', 'tuberose', 'nutty', 'iris', 'white floral']|{'Top Notes': ['Almond Milk', 'Ambrette (Musk Mallow)'], 'Middle Notes': ['Iris', 'Freesia', 'Heliotrope', 'Peony', 'Hedione', 'Raspberry'], 'Base Notes': ['Tuberose', 'Vanilla', 'Tonka Bean', 'Musk', 'Lactones', 'Caramel']}|for women and men|3.11|2.21|{'rating': 4.01, 'votes': 3359}|Winter: 84.7806%, Spring: 76.2839%, Summer: 39.1223%, Fall: 100%|Day: 78.1513%, Night: 80.0187%|['Pascal Gaurin']|"Rolling in Love by By Kilian is a Oriental Floral fragrance for women and men. Rolling in Love was launched in 2019. The nose behind this fragrance is Pascal Gaurin. Top notes are Almond Milk and Ambrette (Musk Mallow); middle notes are Iris, Freesia, Heliotrope, Peony, Hedione and Raspberry; base notes are Tuberose, Vanilla, Tonka Bean, Musk, Lactones and Caramel. ""Rolling in Love is a musc de peau, capturing the sensation of feeling so high on love that it seems to almost ""get under the skin."" Working with perfumer Pascal Gaurin, Kilian Hennessy took an entirely new direction. Rolling in Love is more direct and less faceted than his previous fragrances—almost ""monochromatic"" in its focused representation of a single emotion. Rolling in Love is a ""white"" scent, layering different textures along the scent's trail with notes of ambrette seeds, almond milk, iris, and musk. Key notes: Almond milk, iris, musk."""|https://www.metropoliten.rs/v2/wp-content/uploads/2019/09/04809_1-300x300.jpg
Juliette Has a Gun|Romantina|['musky', 'woody', 'powdery', 'rose', 'amber', 'earthy', 'white floral', 'citrus', 'iris', 'warm spicy']|{'Top Notes': ['Turkish Rose', 'Bergamot'], 'Middle Notes': ['Iris', 'Patchouli', 'Orange Blossom', 'Vetiver', 'Tuberose'], 'Base Notes': ['Musk', 'Cetalox', 'Castoreum', 'Vanilla', 'Benzoin', 'Tonka Bean']}|for women and men|3.01|2.33|{'rating': 3.79, 'votes': 1175}|Winter: 39.8625%, Spring: 85.9107%, Summer: 50.8591%, Fall: 63.9175%|Day: 100%, Night: 36.7698%|['None']|"Romantina by Juliette Has A Gun is a Chypre Floral fragrance for women. Romantina was launched in 2011. Top notes are Turkish Rose and Bergamot; middle notes are Iris, Patchouli, Orange Blossom, Vetiver and Tuberose; base notes are Musk, Cetalox, Castoreum, Vanilla, Benzoin and Tonka Bean. The story is a love story: it's about a young woman visiting Rome. She falls madly in love with a local guy, but leaves within 24 hours so that the love story stays untouched. The fragrance features notes of white flowers such as orange blossom, jasmine and lily of the valley, together with rose, iris and osmathus, warmed by Bourbon vanilla. Patchouli and vetiver give it the chypre character."|https://www.metropoliten.rs/v2/wp-content/uploads/2014/04/Romantina-300x300.jpg
Vilhelm Parfumerie|Room Service|['powdery', 'musky', 'fruity', 'violet', 'woody', 'sweet', 'floral', 'citrus', 'animalic', 'amber']|{'Top Notes': ['Blackberry', 'Mandarin Orange'], 'Middle Notes': ['Orchid', 'Violet', 'Bamboo'], 'Base Notes': ['Musk', 'Black Amber', 'Sandalwood']}|for women and men|3.00|2.10|{'rating': 3.59, 'votes': 1441}|Winter: 34.1289%, Spring: 100%, Summer: 76.611%, Fall: 42.4821%|Day: 100%, Night: 22.4344%|['Jérôme Epinette']|"Room Service by Vilhelm Parfumerie is a Oriental Floral fragrance for women. Room Service was launched in 2015. The nose behind this fragrance is Jérôme Epinette. Top notes are Blackberry and Mandarin Orange; middle notes are Orchid, Violet and Bamboo; base notes are Musk, Black Amber and Sandalwood. ""There are many things in your heart you can never tell to another person,” Greta Garbo said. Celebrated by her adoring fans, the reclusive siren kept her thoughts and heart private. Alone in her hotel room, attired in a drift of satin, scent and poignant allure, she keeps the world at bay. This elaborate bouquet features violet petals, pink orchid and green bamboo. Fresh mandarin nectar dances atop the sophisticated sandalwood-infused base."" - a note from the brand. Room Service by Vilhelm Parfumerie is a Oriental Floral fragrance for women. This is a new fragrance. Room Service was launched in 2015. Top notes are mandarin orange and blackberry; middle notes are orchid, bamboo and violet; base notes are black amber, musk and sandalwood."|https://www.metropoliten.rs/v2/wp-content/uploads/2021/08/Vilhelm-Parfumerie-Room-Service-EdP-100-ml-300x300.jpg
Carner Barcelona|Rose & Dragon|['rose', 'amber', 'leather', 'smoky', 'sweet', 'warm spicy', 'fruity', 'woody', 'floral', 'animalic']|{'Top Notes': ['Wild Strawberry', 'Saffron', 'Cumin', 'Cinnamon'], 'Middle Notes': ['Bulgarian Rose', 'Turkish Rose', 'Honey', 'Incense'], 'Base Notes': ['Leather', 'Labdanum', 'Castoreum', 'Amber']}|for women and men|3.72|2.56|{'rating': 3.85, 'votes': 334}|Winter: 84.2593%, Spring: 38.8889%, Summer: 19.4444%, Fall: 100%|Day: 50.9259%, Night: 98.1482%|['None']|"Rose & Dragon by Carner Barcelona is a Oriental Floral fragrance for women and men. Rose & Dragon was launched in 2016. Top notes are Wild Strawberry, Saffron, Cumin and Cinnamon; middle notes are Bulgarian Rose, Turkish Rose, Honey and Incense; base notes are Leather, Labdanum, Castoreum and Amber. ""We want to make you feel part of the catalan legend of Saint George with Rose&Dragon — a dark and fascinating perfume.“...And Saint George appeared to save the princess from the ferocious dragon, fought against his flames, stabbed him with his sword and from his blood a rosebush with dark red roses grew...”  - a note from the brand. Rose & Dragon by Carner Barcelona is a Oriental Floral fragrance for women and men. This is a new fragrance. Rose & Dragon was launched in 2016. Top notes are saffron, cumin, wild strawberry and cinnamon; middle notes are bulgarian rose, turkish rose, honey and incense; base notes are castoreum, leather, labdanum and amber."|https://www.metropoliten.rs/v2/wp-content/uploads/2017/05/CARNER-RoseDragon-300x300.jpg
Le Labo|Rose 31|['woody', 'rose', 'fresh spicy', 'aromatic', 'amber', 'musky', 'earthy', 'powdery', 'oud']|{'Top Notes': ['Rose', 'Cumin'], 'Middle Notes': ['Rose', 'Vetiver', 'Cedar'], 'Base Notes': ['Musk', 'Guaiac Wood', 'Agarwood (Oud)Olibanum', 'Labdanum']}|for women and men|3.33|2.24|{'rating': 4.13, 'votes': 3232}|Winter: 51.5865%, Spring: 93.1423%, Summer: 58.6489%, Fall: 90.6858%|Day: 100%, Night: 67.042%|['Daphné Bugey']|Rose 31 by Le Labo is a Floral Woody Musk fragrance for women and men. Rose 31 was launched in 2006. The nose behind this fragrance is Daphné Bugey. Top notes are Rose and Cumin; middle notes are Rose, Vetiver and Cedar; base notes are Musk, Guaiac Wood, Agarwood (Oud), Olibanum and Labdanum. |https://www.metropoliten.rs/v2/wp-content/uploads/2018/08/LE-LABO-rose-31-50ml-300x300.jpg
Une Nuit Nomade|Rose America|['floral', 'rose', 'aromatic', 'marine', 'fruity', 'warm spicy', 'sweet', 'musky']|{'Top Notes': ['Sea Notes', 'Raspberry'], 'Middle Notes': ['Bulgarian Rose', 'Carnation'], 'Base Notes': ['Ambrette (Musk Mallow)Heliotrope']}|for women and men|3.42|2.35|{'rating': 3.86, 'votes': 232}|Winter: 28.125%, Spring: 98.4375%, Summer: 85.9375%, Fall: 64.0625%|Day: 100%, Night: 42.1875%|['Annick Menardo']|"Rose America by Une Nuit Nomade is a Floral fragrance for women and men. Rose America was launched in 2017. The nose behind this fragrance is Annick Menardo. Top notes are Sea Notes and Raspberry; middle notes are Bulgarian Rose and Carnation; base notes are Ambrette (Musk Mallow) and Heliotrope. ""In ‘The Little Prince’, St-Exupery writes, “Go and see the roses again. You will understand that yours is unique in this world.” The dunes of Montauk witness the blossoming of the Rosa Rugosa, a special rose that is whipped by sea spray and exposed to the ravages of time. It becomes naturally marine, peppery and salty. Let’s close our eyes for just an instant. There is a house facing the ocean. It’s summertime. Turn the key; there is silence and darkness. The shudders open toward the light and you blink at the sun. Upstairs, the first bedrooms start to come to life. The windows open and suddenly a scent surprises you. A rosy breeze blends with the clean smell of fresh sheets. It’s the beginning of a long month of vacation and creating memories. This confident rose, an integral part of a savage landscape, is what we have tamed. If over the course of one night, the starry sky transformed into a bouquet of fifty roses ….This is how ‘Rose America’ came to be. A dream becomes a feminine perfume."" - a note from the brand. Rose America by Une Nuit à Montauk is a Floral fragrance for women and men. This is a new fragrance. Rose America was launched in 2017. Top notes are raspberry and sea notes; middle notes are bulgarian rose and carnation; base notes are heliotrope and ambrette (musk mallow)."|https://www.metropoliten.rs/v2/wp-content/uploads/2019/10/UNE-NUIT-NOMADE-rose-america-100ml-300x300.jpg
D.S. & Durga|Rose Atlantic|['marine', 'rose', 'citrus', 'salty', 'aromatic', 'yellow floral', 'floral', 'green', 'sweet', 'musky']|{'Top Notes': ['Rose Petals', 'Lemon', 'Bergamot'], 'Middle Notes': ['Rose', 'Salt', 'Lime (Linden) Blossom', 'Grass'], 'Base Notes': ['Sea water', 'Musk', 'Oakmoss']}|for women and men|2.56|1.73|{'rating': 3.77, 'votes': 670}|Winter: 10.5263%, Spring: 75.7085%, Summer: 100%, Fall: 21.8623%|Day: 89.8785%, Night: 19.0283%|['David Seth Moltz']|"Rose Atlantic by DS&Durga is a Floral Aquatic fragrance for women and men. Rose Atlantic was launched in 2016. The nose behind this fragrance is David Seth Moltz. Top notes are Rose Petals, Lemon and Bergamot; middle notes are Rose, Salt, Lime (Linden) Blossom and Grass; base notes are Sea water, Musk and Oakmoss. Spritzers aboard the famous Salt Spray Rose. Sinatra’s summer wind, dune grass in the distance, rosehip, the white lighthouse. Rose Atlantic by D.S. & Durga is a Floral Aquatic fragrance for women and men. This is a new fragrance. Rose Atlantic was launched in 2016. Top notes are bergamot, rose petals and lemon; middle notes are lime (linden) blossom, salt, rose and grass; base notes are musk, sea water and oakmoss."|https://www.metropoliten.rs/v2/wp-content/uploads/2017/12/DSDURGA-Rose-Atlantic-50-ml-300x300.jpg
